date,airline_nm,season,season_type,domestic_or_international
20190101,대한항공,1,성수기,국내선
20190102,대한항공,0,비수기,국내선
20190103,대한항공,0,비수기,국내선
20190104,대한항공,0,비수기,국내선
20190105,대한항공,0,비수기,국내선
20190106,대한항공,0,비수기,국내선
20190107,대한항공,0,비수기,국내선
20190108,대한항공,0,비수기,국내선
20190109,대한항공,0,비수기,국내선
20190110,대한항공,0,비수기,국내선
20190111,대한항공,0,비수기,국내선
20190112,대한항공,0,비수기,국내선
20190113,대한항공,0,비수기,국내선
20190114,대한항공,0,비수기,국내선
20190115,대한항공,0,비수기,국내선
20190116,대한항공,0,비수기,국내선
20190117,대한항공,0,비수기,국내선
20190118,대한항공,0,비수기,국내선
20190119,대한항공,0,비수기,국내선
20190120,대한항공,0,비수기,국내선
20190121,대한항공,0,비수기,국내선
20190122,대한항공,0,비수기,국내선
20190123,대한항공,0,비수기,국내선
20190124,대한항공,0,비수기,국내선
20190125,대한항공,0,비수기,국내선
20190126,대한항공,0,비수기,국내선
20190127,대한항공,0,비수기,국내선
20190128,대한항공,0,비수기,국내선
20190129,대한항공,0,비수기,국내선
20190130,대한항공,0,비수기,국내선
20190131,대한항공,0,비수기,국내선
20190201,대한항공,0,비수기,국내선
20190202,대한항공,1,성수기,국내선
20190203,대한항공,1,성수기,국내선
20190204,대한항공,1,성수기,국내선
20190205,대한항공,1,성수기,국내선
20190206,대한항공,1,성수기,국내선
20190207,대한항공,1,성수기,국내선
20190208,대한항공,0,비수기,국내선
20190209,대한항공,0,비수기,국내선
20190210,대한항공,0,비수기,국내선
20190211,대한항공,0,비수기,국내선
20190212,대한항공,0,비수기,국내선
20190213,대한항공,0,비수기,국내선
20190214,대한항공,0,비수기,국내선
20190215,대한항공,0,비수기,국내선
20190216,대한항공,0,비수기,국내선
20190217,대한항공,0,비수기,국내선
20190218,대한항공,0,비수기,국내선
20190219,대한항공,0,비수기,국내선
20190220,대한항공,0,비수기,국내선
20190221,대한항공,0,비수기,국내선
20190222,대한항공,0,비수기,국내선
20190223,대한항공,1,성수기,국내선
20190224,대한항공,1,성수기,국내선
20190225,대한항공,1,성수기,국내선
20190226,대한항공,1,성수기,국내선
20190227,대한항공,1,성수기,국내선
20190228,대한항공,1,성수기,국내선
20190301,대한항공,1,성수기,국내선
20190302,대한항공,1,성수기,국내선
20190303,대한항공,0,비수기,국내선
20190304,대한항공,0,비수기,국내선
20190305,대한항공,0,비수기,국내선
20190306,대한항공,0,비수기,국내선
20190307,대한항공,0,비수기,국내선
20190308,대한항공,0,비수기,국내선
20190309,대한항공,0,비수기,국내선
20190310,대한항공,0,비수기,국내선
20190311,대한항공,0,비수기,국내선
20190312,대한항공,0,비수기,국내선
20190313,대한항공,0,비수기,국내선
20190314,대한항공,0,비수기,국내선
20190315,대한항공,0,비수기,국내선
20190316,대한항공,0,비수기,국내선
20190317,대한항공,0,비수기,국내선
20190318,대한항공,0,비수기,국내선
20190319,대한항공,0,비수기,국내선
20190320,대한항공,0,비수기,국내선
20190321,대한항공,0,비수기,국내선
20190322,대한항공,0,비수기,국내선
20190323,대한항공,0,비수기,국내선
20190324,대한항공,0,비수기,국내선
20190325,대한항공,0,비수기,국내선
20190326,대한항공,0,비수기,국내선
20190327,대한항공,0,비수기,국내선
20190328,대한항공,0,비수기,국내선
20190329,대한항공,0,비수기,국내선
20190330,대한항공,0,비수기,국내선
20190331,대한항공,0,비수기,국내선
20190401,대한항공,0,비수기,국내선
20190402,대한항공,0,비수기,국내선
20190403,대한항공,0,비수기,국내선
20190404,대한항공,0,비수기,국내선
20190405,대한항공,0,비수기,국내선
20190406,대한항공,0,비수기,국내선
20190407,대한항공,0,비수기,국내선
20190408,대한항공,0,비수기,국내선
20190409,대한항공,0,비수기,국내선
20190410,대한항공,0,비수기,국내선
20190411,대한항공,0,비수기,국내선
20190412,대한항공,0,비수기,국내선
20190413,대한항공,0,비수기,국내선
20190414,대한항공,0,비수기,국내선
20190415,대한항공,0,비수기,국내선
20190416,대한항공,0,비수기,국내선
20190417,대한항공,0,비수기,국내선
20190418,대한항공,0,비수기,국내선
20190419,대한항공,0,비수기,국내선
20190420,대한항공,0,비수기,국내선
20190421,대한항공,0,비수기,국내선
20190422,대한항공,0,비수기,국내선
20190423,대한항공,0,비수기,국내선
20190424,대한항공,0,비수기,국내선
20190425,대한항공,0,비수기,국내선
20190426,대한항공,0,비수기,국내선
20190427,대한항공,0,비수기,국내선
20190428,대한항공,0,비수기,국내선
20190429,대한항공,0,비수기,국내선
20190430,대한항공,0,비수기,국내선
20190501,대한항공,0,비수기,국내선
20190502,대한항공,0,비수기,국내선
20190503,대한항공,0,비수기,국내선
20190504,대한항공,1,성수기,국내선
20190505,대한항공,1,성수기,국내선
20190506,대한항공,1,성수기,국내선
20190507,대한항공,1,성수기,국내선
20190508,대한항공,0,비수기,국내선
20190509,대한항공,0,비수기,국내선
20190510,대한항공,0,비수기,국내선
20190511,대한항공,0,비수기,국내선
20190512,대한항공,0,비수기,국내선
20190513,대한항공,0,비수기,국내선
20190514,대한항공,0,비수기,국내선
20190515,대한항공,0,비수기,국내선
20190516,대한항공,0,비수기,국내선
20190517,대한항공,0,비수기,국내선
20190518,대한항공,0,비수기,국내선
20190519,대한항공,0,비수기,국내선
20190520,대한항공,0,비수기,국내선
20190521,대한항공,0,비수기,국내선
20190522,대한항공,0,비수기,국내선
20190523,대한항공,0,비수기,국내선
20190524,대한항공,0,비수기,국내선
20190525,대한항공,0,비수기,국내선
20190526,대한항공,0,비수기,국내선
20190527,대한항공,0,비수기,국내선
20190528,대한항공,0,비수기,국내선
20190529,대한항공,0,비수기,국내선
20190530,대한항공,0,비수기,국내선
20190531,대한항공,0,비수기,국내선
20190601,대한항공,0,비수기,국내선
20190602,대한항공,0,비수기,국내선
20190603,대한항공,0,비수기,국내선
20190604,대한항공,0,비수기,국내선
20190605,대한항공,0,비수기,국내선
20190606,대한항공,1,성수기,국내선
20190607,대한항공,1,성수기,국내선
20190608,대한항공,1,성수기,국내선
20190609,대한항공,0,비수기,국내선
20190610,대한항공,0,비수기,국내선
20190611,대한항공,0,비수기,국내선
20190612,대한항공,0,비수기,국내선
20190613,대한항공,0,비수기,국내선
20190614,대한항공,0,비수기,국내선
20190615,대한항공,0,비수기,국내선
20190616,대한항공,0,비수기,국내선
20190617,대한항공,0,비수기,국내선
20190618,대한항공,0,비수기,국내선
20190619,대한항공,0,비수기,국내선
20190620,대한항공,0,비수기,국내선
20190621,대한항공,0,비수기,국내선
20190622,대한항공,0,비수기,국내선
20190623,대한항공,0,비수기,국내선
20190624,대한항공,0,비수기,국내선
20190625,대한항공,0,비수기,국내선
20190626,대한항공,0,비수기,국내선
20190627,대한항공,0,비수기,국내선
20190628,대한항공,0,비수기,국내선
20190629,대한항공,0,비수기,국내선
20190630,대한항공,0,비수기,국내선
20190701,대한항공,0,비수기,국내선
20190702,대한항공,0,비수기,국내선
20190703,대한항공,0,비수기,국내선
20190704,대한항공,0,비수기,국내선
20190705,대한항공,0,비수기,국내선
20190706,대한항공,0,비수기,국내선
20190707,대한항공,0,비수기,국내선
20190708,대한항공,0,비수기,국내선
20190709,대한항공,0,비수기,국내선
20190710,대한항공,0,비수기,국내선
20190711,대한항공,0,비수기,국내선
20190712,대한항공,0,비수기,국내선
20190713,대한항공,0,비수기,국내선
20190714,대한항공,0,비수기,국내선
20190715,대한항공,0,비수기,국내선
20190716,대한항공,0,비수기,국내선
20190717,대한항공,0,비수기,국내선
20190718,대한항공,0,비수기,국내선
20190719,대한항공,0,비수기,국내선
20190720,대한항공,0,비수기,국내선
20190721,대한항공,0,비수기,국내선
20190722,대한항공,0,비수기,국내선
20190723,대한항공,0,비수기,국내선
20190724,대한항공,0,비수기,국내선
20190725,대한항공,0,비수기,국내선
20190726,대한항공,0,비수기,국내선
20190727,대한항공,1,성수기,국내선
20190728,대한항공,1,성수기,국내선
20190729,대한항공,1,성수기,국내선
20190730,대한항공,1,성수기,국내선
20190731,대한항공,1,성수기,국내선
20190801,대한항공,1,성수기,국내선
20190802,대한항공,1,성수기,국내선
20190803,대한항공,1,성수기,국내선
20190804,대한항공,1,성수기,국내선
20190805,대한항공,1,성수기,국내선
20190806,대한항공,1,성수기,국내선
20190807,대한항공,1,성수기,국내선
20190808,대한항공,1,성수기,국내선
20190809,대한항공,1,성수기,국내선
20190810,대한항공,1,성수기,국내선
20190811,대한항공,1,성수기,국내선
20190812,대한항공,1,성수기,국내선
20190813,대한항공,1,성수기,국내선
20190814,대한항공,1,성수기,국내선
20190815,대한항공,1,성수기,국내선
20190816,대한항공,1,성수기,국내선
20190817,대한항공,1,성수기,국내선
20190818,대한항공,1,성수기,국내선
20190819,대한항공,1,성수기,국내선
20190820,대한항공,1,성수기,국내선
20190821,대한항공,1,성수기,국내선
20190822,대한항공,1,성수기,국내선
20190823,대한항공,1,성수기,국내선
20190824,대한항공,1,성수기,국내선
20190825,대한항공,0,비수기,국내선
20190826,대한항공,0,비수기,국내선
20190827,대한항공,0,비수기,국내선
20190828,대한항공,0,비수기,국내선
20190829,대한항공,0,비수기,국내선
20190830,대한항공,0,비수기,국내선
20190831,대한항공,0,비수기,국내선
20190901,대한항공,0,비수기,국내선
20190902,대한항공,0,비수기,국내선
20190903,대한항공,0,비수기,국내선
20190904,대한항공,0,비수기,국내선
20190905,대한항공,0,비수기,국내선
20190906,대한항공,0,비수기,국내선
20190907,대한항공,0,비수기,국내선
20190908,대한항공,0,비수기,국내선
20190909,대한항공,0,비수기,국내선
20190910,대한항공,0,비수기,국내선
20190911,대한항공,1,성수기,국내선
20190912,대한항공,1,성수기,국내선
20190913,대한항공,1,성수기,국내선
20190914,대한항공,1,성수기,국내선
20190915,대한항공,1,성수기,국내선
20190916,대한항공,1,성수기,국내선
20190917,대한항공,0,비수기,국내선
20190918,대한항공,0,비수기,국내선
20190919,대한항공,0,비수기,국내선
20190920,대한항공,0,비수기,국내선
20190921,대한항공,0,비수기,국내선
20190922,대한항공,0,비수기,국내선
20190923,대한항공,0,비수기,국내선
20190924,대한항공,0,비수기,국내선
20190925,대한항공,0,비수기,국내선
20190926,대한항공,0,비수기,국내선
20190927,대한항공,0,비수기,국내선
20190928,대한항공,0,비수기,국내선
20190929,대한항공,0,비수기,국내선
20190930,대한항공,0,비수기,국내선
20191001,대한항공,0,비수기,국내선
20191002,대한항공,0,비수기,국내선
20191003,대한항공,1,성수기,국내선
20191004,대한항공,1,성수기,국내선
20191005,대한항공,1,성수기,국내선
20191006,대한항공,1,성수기,국내선
20191007,대한항공,1,성수기,국내선
20191008,대한항공,1,성수기,국내선
20191009,대한항공,1,성수기,국내선
20191010,대한항공,0,비수기,국내선
20191011,대한항공,0,비수기,국내선
20191012,대한항공,0,비수기,국내선
20191013,대한항공,0,비수기,국내선
20191014,대한항공,0,비수기,국내선
20191015,대한항공,0,비수기,국내선
20191016,대한항공,0,비수기,국내선
20191017,대한항공,0,비수기,국내선
20191018,대한항공,0,비수기,국내선
20191019,대한항공,0,비수기,국내선
20191020,대한항공,0,비수기,국내선
20191021,대한항공,0,비수기,국내선
20191022,대한항공,0,비수기,국내선
20191023,대한항공,0,비수기,국내선
20191024,대한항공,0,비수기,국내선
20191025,대한항공,0,비수기,국내선
20191026,대한항공,0,비수기,국내선
20191027,대한항공,0,비수기,국내선
20191028,대한항공,0,비수기,국내선
20191029,대한항공,0,비수기,국내선
20191030,대한항공,0,비수기,국내선
20191031,대한항공,0,비수기,국내선
20191101,대한항공,0,비수기,국내선
20191102,대한항공,0,비수기,국내선
20191103,대한항공,0,비수기,국내선
20191104,대한항공,0,비수기,국내선
20191105,대한항공,0,비수기,국내선
20191106,대한항공,0,비수기,국내선
20191107,대한항공,0,비수기,국내선
20191108,대한항공,0,비수기,국내선
20191109,대한항공,0,비수기,국내선
20191110,대한항공,0,비수기,국내선
20191111,대한항공,0,비수기,국내선
20191112,대한항공,0,비수기,국내선
20191113,대한항공,0,비수기,국내선
20191114,대한항공,0,비수기,국내선
20191115,대한항공,0,비수기,국내선
20191116,대한항공,0,비수기,국내선
20191117,대한항공,0,비수기,국내선
20191118,대한항공,0,비수기,국내선
20191119,대한항공,0,비수기,국내선
20191120,대한항공,0,비수기,국내선
20191121,대한항공,0,비수기,국내선
20191122,대한항공,0,비수기,국내선
20191123,대한항공,0,비수기,국내선
20191124,대한항공,0,비수기,국내선
20191125,대한항공,0,비수기,국내선
20191126,대한항공,0,비수기,국내선
20191127,대한항공,0,비수기,국내선
20191128,대한항공,0,비수기,국내선
20191129,대한항공,0,비수기,국내선
20191130,대한항공,0,비수기,국내선
20191201,대한항공,0,비수기,국내선
20191202,대한항공,0,비수기,국내선
20191203,대한항공,0,비수기,국내선
20191204,대한항공,0,비수기,국내선
20191205,대한항공,0,비수기,국내선
20191206,대한항공,0,비수기,국내선
20191207,대한항공,0,비수기,국내선
20191208,대한항공,0,비수기,국내선
20191209,대한항공,0,비수기,국내선
20191210,대한항공,0,비수기,국내선
20191211,대한항공,0,비수기,국내선
20191212,대한항공,0,비수기,국내선
20191213,대한항공,0,비수기,국내선
20191214,대한항공,0,비수기,국내선
20191215,대한항공,0,비수기,국내선
20191216,대한항공,0,비수기,국내선
20191217,대한항공,0,비수기,국내선
20191218,대한항공,0,비수기,국내선
20191219,대한항공,0,비수기,국내선
20191220,대한항공,0,비수기,국내선
20191221,대한항공,0,비수기,국내선
20191222,대한항공,0,비수기,국내선
20191223,대한항공,0,비수기,국내선
20191224,대한항공,0,비수기,국내선
20191225,대한항공,0,비수기,국내선
20191226,대한항공,0,비수기,국내선
20191227,대한항공,0,비수기,국내선
20191228,대한항공,0,비수기,국내선
20191229,대한항공,0,비수기,국내선
20191230,대한항공,0,비수기,국내선
20191231,대한항공,1,성수기,국내선
20200101,대한항공,1,성수기,국내선
20200102,대한항공,0,비수기,국내선
20200103,대한항공,0,비수기,국내선
20200104,대한항공,0,비수기,국내선
20200105,대한항공,0,비수기,국내선
20200106,대한항공,0,비수기,국내선
20200107,대한항공,0,비수기,국내선
20200108,대한항공,0,비수기,국내선
20200109,대한항공,0,비수기,국내선
20200110,대한항공,0,비수기,국내선
20200111,대한항공,0,비수기,국내선
20200112,대한항공,0,비수기,국내선
20200113,대한항공,0,비수기,국내선
20200114,대한항공,0,비수기,국내선
20200115,대한항공,0,비수기,국내선
20200116,대한항공,0,비수기,국내선
20200117,대한항공,0,비수기,국내선
20200118,대한항공,0,비수기,국내선
20200119,대한항공,0,비수기,국내선
20200120,대한항공,0,비수기,국내선
20200121,대한항공,0,비수기,국내선
20200122,대한항공,0,비수기,국내선
20200123,대한항공,1,성수기,국내선
20200124,대한항공,1,성수기,국내선
20200125,대한항공,1,성수기,국내선
20200126,대한항공,1,성수기,국내선
20200127,대한항공,1,성수기,국내선
20200128,대한항공,1,성수기,국내선
20200129,대한항공,0,비수기,국내선
20200130,대한항공,0,비수기,국내선
20200131,대한항공,0,비수기,국내선
20200201,대한항공,0,비수기,국내선
20200202,대한항공,0,비수기,국내선
20200203,대한항공,0,비수기,국내선
20200204,대한항공,0,비수기,국내선
20200205,대한항공,0,비수기,국내선
20200206,대한항공,0,비수기,국내선
20200207,대한항공,0,비수기,국내선
20200208,대한항공,0,비수기,국내선
20200209,대한항공,0,비수기,국내선
20200210,대한항공,0,비수기,국내선
20200211,대한항공,0,비수기,국내선
20200212,대한항공,0,비수기,국내선
20200213,대한항공,0,비수기,국내선
20200214,대한항공,0,비수기,국내선
20200215,대한항공,0,비수기,국내선
20200216,대한항공,0,비수기,국내선
20200217,대한항공,0,비수기,국내선
20200218,대한항공,0,비수기,국내선
20200219,대한항공,0,비수기,국내선
20200220,대한항공,0,비수기,국내선
20200221,대한항공,0,비수기,국내선
20200222,대한항공,1,성수기,국내선
20200223,대한항공,1,성수기,국내선
20200224,대한항공,1,성수기,국내선
20200225,대한항공,1,성수기,국내선
20200226,대한항공,1,성수기,국내선
20200227,대한항공,1,성수기,국내선
20200228,대한항공,1,성수기,국내선
20200229,대한항공,1,성수기,국내선
20200301,대한항공,0,비수기,국내선
20200302,대한항공,0,비수기,국내선
20200303,대한항공,0,비수기,국내선
20200304,대한항공,0,비수기,국내선
20200305,대한항공,0,비수기,국내선
20200306,대한항공,0,비수기,국내선
20200307,대한항공,0,비수기,국내선
20200308,대한항공,0,비수기,국내선
20200309,대한항공,0,비수기,국내선
20200310,대한항공,0,비수기,국내선
20200311,대한항공,0,비수기,국내선
20200312,대한항공,0,비수기,국내선
20200313,대한항공,0,비수기,국내선
20200314,대한항공,0,비수기,국내선
20200315,대한항공,0,비수기,국내선
20200316,대한항공,0,비수기,국내선
20200317,대한항공,0,비수기,국내선
20200318,대한항공,0,비수기,국내선
20200319,대한항공,0,비수기,국내선
20200320,대한항공,0,비수기,국내선
20200321,대한항공,0,비수기,국내선
20200322,대한항공,0,비수기,국내선
20200323,대한항공,0,비수기,국내선
20200324,대한항공,0,비수기,국내선
20200325,대한항공,0,비수기,국내선
20200326,대한항공,0,비수기,국내선
20200327,대한항공,0,비수기,국내선
20200328,대한항공,0,비수기,국내선
20200329,대한항공,0,비수기,국내선
20200330,대한항공,0,비수기,국내선
20200331,대한항공,0,비수기,국내선
20200401,대한항공,0,비수기,국내선
20200402,대한항공,0,비수기,국내선
20200403,대한항공,0,비수기,국내선
20200404,대한항공,0,비수기,국내선
20200405,대한항공,0,비수기,국내선
20200406,대한항공,0,비수기,국내선
20200407,대한항공,0,비수기,국내선
20200408,대한항공,0,비수기,국내선
20200409,대한항공,0,비수기,국내선
20200410,대한항공,0,비수기,국내선
20200411,대한항공,0,비수기,국내선
20200412,대한항공,0,비수기,국내선
20200413,대한항공,0,비수기,국내선
20200414,대한항공,0,비수기,국내선
20200415,대한항공,0,비수기,국내선
20200416,대한항공,0,비수기,국내선
20200417,대한항공,0,비수기,국내선
20200418,대한항공,0,비수기,국내선
20200419,대한항공,0,비수기,국내선
20200420,대한항공,0,비수기,국내선
20200421,대한항공,0,비수기,국내선
20200422,대한항공,0,비수기,국내선
20200423,대한항공,0,비수기,국내선
20200424,대한항공,0,비수기,국내선
20200425,대한항공,0,비수기,국내선
20200426,대한항공,0,비수기,국내선
20200427,대한항공,0,비수기,국내선
20200428,대한항공,0,비수기,국내선
20200429,대한항공,0,비수기,국내선
20200430,대한항공,1,성수기,국내선
20200501,대한항공,1,성수기,국내선
20200502,대한항공,1,성수기,국내선
20200503,대한항공,1,성수기,국내선
20200504,대한항공,1,성수기,국내선
20200505,대한항공,1,성수기,국내선
20200506,대한항공,0,비수기,국내선
20200507,대한항공,0,비수기,국내선
20200508,대한항공,0,비수기,국내선
20200509,대한항공,0,비수기,국내선
20200510,대한항공,0,비수기,국내선
20200511,대한항공,0,비수기,국내선
20200512,대한항공,0,비수기,국내선
20200513,대한항공,0,비수기,국내선
20200514,대한항공,0,비수기,국내선
20200515,대한항공,0,비수기,국내선
20200516,대한항공,0,비수기,국내선
20200517,대한항공,0,비수기,국내선
20200518,대한항공,0,비수기,국내선
20200519,대한항공,0,비수기,국내선
20200520,대한항공,0,비수기,국내선
20200521,대한항공,0,비수기,국내선
20200522,대한항공,0,비수기,국내선
20200523,대한항공,0,비수기,국내선
20200524,대한항공,0,비수기,국내선
20200525,대한항공,0,비수기,국내선
20200526,대한항공,0,비수기,국내선
20200527,대한항공,0,비수기,국내선
20200528,대한항공,0,비수기,국내선
20200529,대한항공,0,비수기,국내선
20200530,대한항공,0,비수기,국내선
20200531,대한항공,0,비수기,국내선
20200601,대한항공,0,비수기,국내선
20200602,대한항공,0,비수기,국내선
20200603,대한항공,0,비수기,국내선
20200604,대한항공,0,비수기,국내선
20200605,대한항공,0,비수기,국내선
20200606,대한항공,0,비수기,국내선
20200607,대한항공,0,비수기,국내선
20200608,대한항공,0,비수기,국내선
20200609,대한항공,0,비수기,국내선
20200610,대한항공,0,비수기,국내선
20200611,대한항공,0,비수기,국내선
20200612,대한항공,0,비수기,국내선
20200613,대한항공,0,비수기,국내선
20200614,대한항공,0,비수기,국내선
20200615,대한항공,0,비수기,국내선
20200616,대한항공,0,비수기,국내선
20200617,대한항공,0,비수기,국내선
20200618,대한항공,0,비수기,국내선
20200619,대한항공,0,비수기,국내선
20200620,대한항공,0,비수기,국내선
20200621,대한항공,0,비수기,국내선
20200622,대한항공,0,비수기,국내선
20200623,대한항공,0,비수기,국내선
20200624,대한항공,0,비수기,국내선
20200625,대한항공,0,비수기,국내선
20200626,대한항공,0,비수기,국내선
20200627,대한항공,0,비수기,국내선
20200628,대한항공,0,비수기,국내선
20200629,대한항공,0,비수기,국내선
20200630,대한항공,0,비수기,국내선
20200701,대한항공,0,비수기,국내선
20200702,대한항공,0,비수기,국내선
20200703,대한항공,0,비수기,국내선
20200704,대한항공,0,비수기,국내선
20200705,대한항공,0,비수기,국내선
20200706,대한항공,0,비수기,국내선
20200707,대한항공,0,비수기,국내선
20200708,대한항공,0,비수기,국내선
20200709,대한항공,0,비수기,국내선
20200710,대한항공,0,비수기,국내선
20200711,대한항공,0,비수기,국내선
20200712,대한항공,0,비수기,국내선
20200713,대한항공,0,비수기,국내선
20200714,대한항공,0,비수기,국내선
20200715,대한항공,0,비수기,국내선
20200716,대한항공,0,비수기,국내선
20200717,대한항공,0,비수기,국내선
20200718,대한항공,0,비수기,국내선
20200719,대한항공,0,비수기,국내선
20200720,대한항공,0,비수기,국내선
20200721,대한항공,0,비수기,국내선
20200722,대한항공,0,비수기,국내선
20200723,대한항공,0,비수기,국내선
20200724,대한항공,0,비수기,국내선
20200725,대한항공,1,성수기,국내선
20200726,대한항공,1,성수기,국내선
20200727,대한항공,1,성수기,국내선
20200728,대한항공,1,성수기,국내선
20200729,대한항공,1,성수기,국내선
20200730,대한항공,1,성수기,국내선
20200731,대한항공,1,성수기,국내선
20200801,대한항공,1,성수기,국내선
20200802,대한항공,1,성수기,국내선
20200803,대한항공,1,성수기,국내선
20200804,대한항공,1,성수기,국내선
20200805,대한항공,1,성수기,국내선
20200806,대한항공,1,성수기,국내선
20200807,대한항공,1,성수기,국내선
20200808,대한항공,1,성수기,국내선
20200809,대한항공,1,성수기,국내선
20200810,대한항공,1,성수기,국내선
20200811,대한항공,1,성수기,국내선
20200812,대한항공,1,성수기,국내선
20200813,대한항공,1,성수기,국내선
20200814,대한항공,1,성수기,국내선
20200815,대한항공,1,성수기,국내선
20200816,대한항공,1,성수기,국내선
20200817,대한항공,1,성수기,국내선
20200818,대한항공,1,성수기,국내선
20200819,대한항공,1,성수기,국내선
20200820,대한항공,1,성수기,국내선
20200821,대한항공,1,성수기,국내선
20200822,대한항공,1,성수기,국내선
20200823,대한항공,0,비수기,국내선
20200824,대한항공,0,비수기,국내선
20200825,대한항공,0,비수기,국내선
20200826,대한항공,0,비수기,국내선
20200827,대한항공,0,비수기,국내선
20200828,대한항공,0,비수기,국내선
20200829,대한항공,0,비수기,국내선
20200830,대한항공,0,비수기,국내선
20200831,대한항공,0,비수기,국내선
20200901,대한항공,0,비수기,국내선
20200902,대한항공,0,비수기,국내선
20200903,대한항공,0,비수기,국내선
20200904,대한항공,0,비수기,국내선
20200905,대한항공,0,비수기,국내선
20200906,대한항공,0,비수기,국내선
20200907,대한항공,0,비수기,국내선
20200908,대한항공,0,비수기,국내선
20200909,대한항공,0,비수기,국내선
20200910,대한항공,0,비수기,국내선
20200911,대한항공,0,비수기,국내선
20200912,대한항공,0,비수기,국내선
20200913,대한항공,0,비수기,국내선
20200914,대한항공,0,비수기,국내선
20200915,대한항공,0,비수기,국내선
20200916,대한항공,0,비수기,국내선
20200917,대한항공,0,비수기,국내선
20200918,대한항공,0,비수기,국내선
20200919,대한항공,0,비수기,국내선
20200920,대한항공,0,비수기,국내선
20200921,대한항공,0,비수기,국내선
20200922,대한항공,0,비수기,국내선
20200923,대한항공,0,비수기,국내선
20200924,대한항공,0,비수기,국내선
20200925,대한항공,0,비수기,국내선
20200926,대한항공,0,비수기,국내선
20200927,대한항공,0,비수기,국내선
20200928,대한항공,0,비수기,국내선
20200929,대한항공,1,성수기,국내선
20200930,대한항공,1,성수기,국내선
20201001,대한항공,1,성수기,국내선
20201002,대한항공,1,성수기,국내선
20201003,대한항공,1,성수기,국내선
20201004,대한항공,1,성수기,국내선
20201005,대한항공,1,성수기,국내선
20201006,대한항공,0,비수기,국내선
20201007,대한항공,0,비수기,국내선
20201008,대한항공,1,성수기,국내선
20201009,대한항공,1,성수기,국내선
20201010,대한항공,1,성수기,국내선
20201011,대한항공,1,성수기,국내선
20201012,대한항공,0,비수기,국내선
20201013,대한항공,0,비수기,국내선
20201014,대한항공,0,비수기,국내선
20201015,대한항공,0,비수기,국내선
20201016,대한항공,0,비수기,국내선
20201017,대한항공,0,비수기,국내선
20201018,대한항공,0,비수기,국내선
20201019,대한항공,0,비수기,국내선
20201020,대한항공,0,비수기,국내선
20201021,대한항공,0,비수기,국내선
20201022,대한항공,0,비수기,국내선
20201023,대한항공,0,비수기,국내선
20201024,대한항공,0,비수기,국내선
20201025,대한항공,0,비수기,국내선
20201026,대한항공,0,비수기,국내선
20201027,대한항공,0,비수기,국내선
20201028,대한항공,0,비수기,국내선
20201029,대한항공,0,비수기,국내선
20201030,대한항공,0,비수기,국내선
20201031,대한항공,0,비수기,국내선
20201101,대한항공,0,비수기,국내선
20201102,대한항공,0,비수기,국내선
20201103,대한항공,0,비수기,국내선
20201104,대한항공,0,비수기,국내선
20201105,대한항공,0,비수기,국내선
20201106,대한항공,0,비수기,국내선
20201107,대한항공,0,비수기,국내선
20201108,대한항공,0,비수기,국내선
20201109,대한항공,0,비수기,국내선
20201110,대한항공,0,비수기,국내선
20201111,대한항공,0,비수기,국내선
20201112,대한항공,0,비수기,국내선
20201113,대한항공,0,비수기,국내선
20201114,대한항공,0,비수기,국내선
20201115,대한항공,0,비수기,국내선
20201116,대한항공,0,비수기,국내선
20201117,대한항공,0,비수기,국내선
20201118,대한항공,0,비수기,국내선
20201119,대한항공,0,비수기,국내선
20201120,대한항공,0,비수기,국내선
20201121,대한항공,0,비수기,국내선
20201122,대한항공,0,비수기,국내선
20201123,대한항공,0,비수기,국내선
20201124,대한항공,0,비수기,국내선
20201125,대한항공,0,비수기,국내선
20201126,대한항공,0,비수기,국내선
20201127,대한항공,0,비수기,국내선
20201128,대한항공,0,비수기,국내선
20201129,대한항공,0,비수기,국내선
20201130,대한항공,0,비수기,국내선
20201201,대한항공,0,비수기,국내선
20201202,대한항공,0,비수기,국내선
20201203,대한항공,0,비수기,국내선
20201204,대한항공,0,비수기,국내선
20201205,대한항공,0,비수기,국내선
20201206,대한항공,0,비수기,국내선
20201207,대한항공,0,비수기,국내선
20201208,대한항공,0,비수기,국내선
20201209,대한항공,0,비수기,국내선
20201210,대한항공,0,비수기,국내선
20201211,대한항공,0,비수기,국내선
20201212,대한항공,0,비수기,국내선
20201213,대한항공,0,비수기,국내선
20201214,대한항공,0,비수기,국내선
20201215,대한항공,0,비수기,국내선
20201216,대한항공,0,비수기,국내선
20201217,대한항공,0,비수기,국내선
20201218,대한항공,0,비수기,국내선
20201219,대한항공,0,비수기,국내선
20201220,대한항공,0,비수기,국내선
20201221,대한항공,0,비수기,국내선
20201222,대한항공,0,비수기,국내선
20201223,대한항공,0,비수기,국내선
20201224,대한항공,0,비수기,국내선
20201225,대한항공,1,성수기,국내선
20201226,대한항공,1,성수기,국내선
20201227,대한항공,1,성수기,국내선
20201228,대한항공,0,비수기,국내선
20201229,대한항공,0,비수기,국내선
20201230,대한항공,0,비수기,국내선
20201231,대한항공,1,성수기,국내선
20190101,대한항공,1,성수기,국제선
20190102,대한항공,0,비수기,국제선
20190103,대한항공,0,비수기,국제선
20190104,대한항공,0,비수기,국제선
